ÍNDICES SENTINEL 2	1CALI/2VALI	B1	B2	B3	B4	B5	B6	B7	B8	B8A	I 543	I 54	CLOROFILA IN SITU	LOG10 CLOROFILA	LN CLOROFILA	CLOROFILA (DRODZ)	CLOROFILA (MISHRA)	CLOROFILA (RN)	CLOROFILA (MDN)
EBAY341 22092021	1	0.007026810808	0.009706340798	0.0129244711	0.01643811546	0.01506239863	0.00705776438	0.006123826563	0.004543942742	0.01479637086	0.2599607906	-0.04367283729	0.7	-0.15490196	-0.3566749439	12.05835897	10.64875294	1.429	3.0412016
EBAY349 22092021	1	0.005855005536	0.008473140006	0.01165159546	0.01534566062	0.01424729718	0.006311633091	0.005434080319	0.003939646782	0.01337384763	0.2558697132	-0.0371157033	0.7	-0.15490196	-0.3566749439	11.51501307	11.11047856	1.147	3.0462275
EPPA313 29092020	1	0.005002513832	0.006902165409	0.009182891791	0.01173697928	0.01079871623	0.004880508181	0.00417440421	0.003029211563	0.00244415875	0.2599305152	-0.04163452818	0.7	-0.15490196	-0.3566749439	12.05424532	10.79049216	1.427	2.736082
EPPA314 29092020	1	0.005801347712	0.007341678454	0.009220191318	0.01143927704	0.01050050772	0.004916386828	0.00421816698	0.003078249826	0.00258618552	0.2657711284	-0.04278844697	0.7	-0.15490196	-0.3566749439	12.87439708	10.71005305	1.934	3.8049235
ERDB351 21092021	1	0.005737189501	0.008206330823	0.01118795165	0.01472180495	0.01377603127	0.006616107952	0.005770977628	0.004303321378	0.01282768429	0.2580817599	-0.03318756083	0.7	-0.15490196	-0.3566749439	11.80568782	11.39508551	1.293	3.6917534
ESGP362 05052022	1	0.00420485203	0.005564607667	0.007425524857	0.009877498566	0.009374990736	0.004272101591	0.00378693583	0.002800998724	0.008504412575	0.2595027121	-0.02610092761	0.7	-0.15490196	-0.3566749439	11.99626757	11.92370416	1.395	4.1743937
ESGP365 05052022	1	0.005610613789	0.007206125626	0.009418891614	0.01266013604	0.0121309912	0.005817321429	0.005114897108	0.003798776863	0.01077784193	0.2598579909	-0.02134412209	0.7	-0.15490196	-0.3566749439	12.04439681	12.28947987	1.422	4.7014365
ESGP367 05052022	1	0.00393805978	0.005724515277	0.008003837771	0.01102003958	0.01049596488	0.004893307231	0.004251474565	0.003145478868	0.00919324508	0.253380862	-0.02435743592	0.7	-0.15490196	-0.3566749439	11.19651215	12.05674945	0.999	4.4983435
ESGP361 05052022	1	0.004027695354	0.005282818026	0.007003307216	0.009201937386	0.008643285252	0.003904260449	0.00344110438	0.002541922681	0.008015610203	0.2593576006	-0.03130541686	1.1	0.04139268516	0.0953101798	11.97666483	11.53357819	1.384	3.8525171
ESGP364 05052022	1	0.004629005341	0.006042954395	0.007969855172	0.01073933305	0.01032574099	0.004955467763	0.00438848217	0.003254788776	0.009122422166	0.2602473409	-0.01963401838	1.1	0.04139268516	0.0953101798	12.09736345	12.42312776	1.451	4.782908
EBAY346 16112021	1	0.005457500778	0.007691323524	0.01045402415	0.01322389003	0.01202276285	0.005030030806	0.004428652412	0.00317955831	0.01198716995	0.2591798737	-0.04757570015	1.45	0.1613680022	0.3715635564	11.95269979	10.38186297	1.371	2.2773004
EBAY348 22092021	1	0.005348037592	0.007713177132	0.01062770825	0.0139421137	0.01294617969	0.005837984699	0.005092031344	0.003686887309	0.01218767015	0.2567377604	-0.03703968844	1.45	0.1613680022	0.3715635564	11.62821601	11.11592918	1.202	2.9175406
EBAY349 16112021	1	0.004319010804	0.005733678205	0.007387676752	0.008958386311	0.008123386734	0.003817055791	0.003425283993	0.002554432785	0.008429796361	0.2677901313	-0.04888248867	1.45	0.1613680022	0.3715635564	13.17070151	10.29382363	2.142	3.2118673
EPPA312 24112020	1	0.00847916083	0.01159429223	0.01531106862	0.0184508903	0.01667431957	0.007260365118	0.006482880488	0.004685917694	0.003742361854	0.2683484645	-0.05057822387	1.45	0.1613680022	0.3715635564	13.25383832	10.18057006	2.203	2.8215976
EPPA312 29092020	1	0.007517153262	0.008718994584	0.01022603937	0.01220588001	0.01121093329	0.00545577685	0.004688678779	0.003423000521	0.002954865802	0.2743849558	-0.0424885621	1.45	0.1613680022	0.3715635564	14.18689217	10.7309081	2.958	6.334628
EPPA315 24112020	1	0.008490566656	0.01170372573	0.01546835826	0.01859000172	0.01675727658	0.007219218079	0.006439758607	0.004650427738	0.003676508402	0.2683353793	-0.05184911632	1.45	0.1613680022	0.3715635564	13.25188392	10.09642324	2.201	2.7248101
EPPA315 29092020	1	0.004756026748	0.00628968702	0.008130083648	0.01021008712	0.009345904459	0.004199346875	0.00358039179	0.002596155575	0.002117506796	0.2624388229	-0.04419017329	1.45	0.1613680022	0.3715635564	12.39986436	10.61303553	1.629	3.4608176
EPPA317 24112020	1	0.008080762456	0.0110978116	0.01467589928	0.01762459297	0.01581660815	0.006798353663	0.00604587121	0.004364756963	0.003472948995	0.2674291333	-0.05406458986	1.45	0.1613680022	0.3715635564	13.11722605	9.951235909	2.103	2.593313
EPPA317 29092020	1	0.005684069779	0.007419351045	0.009499878752	0.01173890776	0.01069147672	0.004840585932	0.004150101965	0.003022742623	0.002508583236	0.2647158794	-0.04669697218	1.45	0.1613680022	0.3715635564	12.72219315	10.44143674	1.832	3.146999
EPPA318 29092020	1	0.005630024341	0.007411759749	0.009529916062	0.01182466408	0.01079562738	0.004908838608	0.004207592737	0.003073033062	0.002558257067	0.264411337	-0.04549175267	1.45	0.1613680022	0.3715635564	12.67860298	10.52363322	1.804	3.132434
EPPA319 24112020	1	0.007566631532	0.01067747175	0.01436629556	0.01743656252	0.01569312809	0.006647530816	0.005920321888	0.004273557066	0.003351989502	0.2657669026	-0.05262453103	1.45	0.1613680022	0.3715635564	12.87378395	10.04539075	1.934	2.4483194
EPPA320 30092020	1	0.005853116916	0.007806498865	0.0102069766	0.01254897554	0.0113152293	0.004904757152	0.004148944687	0.002980214089	0.002353836323	0.263367162	-0.05169861061	1.45	0.1613680022	0.3715635564	12.5302775	10.10635558	1.709	2.8813767
EPPA321 26112020	1	0.008448237397	0.01147835692	0.01506756493	0.01793797078	0.01619537734	0.007191948902	0.006451025203	0.004708501732	0.003897372897	0.2708277277	-0.05105252018	1.45	0.1613680022	0.3715635564	13.62939001	10.1490931	2.490	2.9010453
ERDB354 17112021	1	0.005898464042	0.007931792977	0.01045675895	0.01352176137	0.01264087031	0.005973685359	0.005309880042	0.003948068212	0.01196974087	0.261497194	-0.03366981847	1.45	0.1613680022	0.3715635564	12.26897081	11.35982142	1.550	3.6136577
ERDB354 21092021	1	0.005546054335	0.007848471583	0.01071550127	0.01404483687	0.01321190863	0.006130319005	0.005335286608	0.003913634003	0.01229151429	0.2602577901	-0.03055860947	1.45	0.1613680022	0.3715635564	12.09878815	11.58891159	1.452	3.6873572
ERDB355 17112021	1	0.006030110409	0.008205033031	0.01086681114	0.0140546738	0.01322892511	0.00640886801	0.005742995313	0.004307020235	0.01243941949	0.2631967109	-0.03026538744	1.45	0.1613680022	0.3715635564	12.50623015	11.61069663	1.694	3.9748058
ERDB355 21092021	1	0.005717455511	0.008254055723	0.01148606239	0.01519127185	0.01441286981	0.00668621506	0.005877216256	0.004311572367	0.01320011106	0.2605891256	-0.02629368738	1.45	0.1613680022	0.3715635564	12.1440513	11.90906725	1.478	4.165453
ERDB357 17112021	1	0.005850764397	0.007821389652	0.01024171095	0.01333382858	0.0127553116	0.006235431449	0.005606133941	0.004156474427	0.01171730711	0.2659776381	-0.022174628	1.45	0.1613680022	0.3715635564	12.9043954	12.22498426	1.954	4.652282
ERDB358 17112021	1	0.007944976687	0.01018044092	0.01268412395	0.01557431857	0.01447128612	0.007851565187	0.006951898993	0.005346863267	0.01443581646	0.2710312437	-0.03671194041	1.45	0.1613680022	0.3715635564	13.66068661	11.13945599	2.515	4.887985
ERDB359 21092021	1	0.01085726266	0.01357760409	0.01630187921	0.0197683854	0.01875885309	0.01174470546	0.01042661473	0.008326266938	0.01849047207	0.2789092283	-0.02620307979	1.45	0.1613680022	0.3715635564	14.92902049	11.9159456	3.659	9.742185
ERDB359 28102021	1	0.004869856032	0.00701306883	0.009712484517	0.01252613719	0.01170424295	0.004932064039	0.004459909718	0.003218684253	0.01114963697	0.2619281069	-0.03391998937	1.45	0.1613680022	0.3715635564	12.3286986	11.34156379	1.586	2.8517807
EBAY348 16112021	1	0.00554943918	0.007654137342	0.01023032809	0.01278332206	0.01165721157	0.005108414946	0.004534506011	0.003320500887	0.01171485489	0.2625898853	-0.04607552781	2.2	0.3424226808	0.7884573604	12.42099278	10.48374901	1.642	2.591185
EPPA313 09012020	1	0.004702881286	0.006561608147	0.008946305054	0.01040738476	0.008938863379	0.003358678063	0.002967575305	0.002109244314	0.001645966724	0.2643021867	-0.0759072957	2.2	0.3424226808	0.7884573604	12.66301632	8.621927857	1.794	2.1281333
EPPA314 09012020	1	0.005166450789	0.006978426643	0.009356416505	0.01073189896	0.009135377558	0.00341440792	0.003006610791	0.00213241784	0.001672736865	0.2655343765	-0.08035934857	2.2	0.3424226808	0.7884573604	12.84009149	8.373732657	1.911	1.9696906
EPPA327 26112020	1	0.008256539035	0.01137890013	0.01511841625	0.01771904402	0.01593243486	0.006702908448	0.005966970792	0.004303493496	0.003432461658	0.2733614059	-0.0530915494	2.2	0.3424226808	0.7884573604	14.02418086	10.01476755	2.817	2.9273837
EPPA311 24112020	1	0.008063779242	0.01074301176	0.01378682773	0.01666586663	0.01587448169	0.007802061213	0.007177642093	0.005262900847	0.004324904532	0.2805144604	-0.02432011274	2.4	0.3802112417	0.8754687374	15.2015587	12.05961049	3.938	5.772502
ESGP365 10022022	1	0.004375418032	0.006289181434	0.008862466299	0.01216618972	0.01174541308	0.00540544062	0.005019345474	0.003700556746	0.01019144889	0.2575722178	-0.01759717404	2.4	0.3802112417	0.8754687374	11.73808748	12.58379414	1.258	4.416913
ESGP363 10022022	1	0.005347985126	0.007477242586	0.01034017477	0.01416356479	0.013827719	0.006598247973	0.006149876121	0.004542365537	0.01187672773	0.2609952595	-0.01199822778	2.5	0.3979400087	0.9162907319	12.1997636	13.03374715	1.510	4.9147024
ESGP364 10022022	1	0.003326886477	0.004935520503	0.007087882105	0.009866288383	0.009626003151	0.004447579696	0.004134919833	0.003056624306	0.008161647732	0.2576204718	-0.01232719263	2.6	0.414973348	0.955511445	11.74447265	13.00697337	1.261	4.593819
EPPA313 19012021	1	0.008701174864	0.01184448173	0.01552542787	0.01778992392	0.01591502964	0.006604155062	0.006015829118	0.004319504028	0.003432037972	0.2772786478	-0.05562666836	2.7	0.4313637642	0.993251773	14.65718064	9.8500144	3.392	3.2144694
ESGP361 10022022	1	0.006149563565	0.008923340046	0.01253811914	0.01717182538	0.01680812982	0.00819515394	0.007596966229	0.005621823281	0.01441548597	0.2617138339	-0.01070323832	2.7	0.4313637642	0.993251773	12.29896249	13.13955237	1.568	5.846298
ERDB357 28102021	1	0.005488730771	0.007808909774	0.01072977943	0.01376641022	0.01271858479	0.005450617997	0.00483408378	0.003503307104	0.01231670371	0.2601642532	-0.0395629839	3.3	0.5185139399	1.193922468	12.0860408	10.9361969	1.445	2.6514943
EPPA323 08012020	1	0.004720978773	0.006763227175	0.009310151305	0.01052839869	0.008950632608	0.003328736078	0.002904690581	0.002057096503	0.001613882915	0.2685864802	-0.08099817993	3.4	0.531478917	1.223775432	13.28943863	8.338750764	2.229	2.1940084
EPPA327 30092020	1	0.007280013667	0.009734097519	0.01266651274	0.01517899987	0.01387729662	0.006547343302	0.005703617484	0.004275144866	0.003876806482	0.272388406	-0.04479935163	3.9	0.591064607	1.360976553	13.87123589	10.57111059	2.687	3.6633053
EPPA320 23112020	1	0.00881397394	0.01195122607	0.0156837985	0.01841671791	0.01667376663	0.007079030732	0.006304980799	0.004538147502	0.003583810005	0.274565122	-0.04967019703	4	0.6020599913	1.386294361	14.21572754	10.24107572	2.984	3.5352106
EPPA326 20012021	1	0.00876169612	0.01207446011	0.01600348339	0.01763816249	0.0156821737	0.006191999849	0.005547234755	0.00396238413	0.003098712988	0.2848014349	-0.05870255289	4.1	0.6127838567	1.410986974	15.95404132	9.653471609	4.773	3.5003047
EBAY347 10052022	1	0.008513178229	0.011801866	0.01573077401	0.01791754841	0.01581688925	0.006870239757	0.0059136846	0.004398209039	0.01797628142	0.2755495103	-0.06227046616	4.3	0.6334684556	1.458615023	14.37431568	9.430095555	3.127	2.8372316
ESGP360 10022022	1	0.00691426294	0.01013430993	0.0142884523	0.0194423776	0.01902924877	0.00936827458	0.008669792846	0.00641434725	0.01642590962	0.2629890594	-0.01073853309	4.7	0.6720978579	1.547562509	12.47699688	13.13666002	1.676	5.8419933
EPPA320 08012020	1	0.005483651229	0.007372401919	0.009805880235	0.01084288613	0.009494116078	0.003769699242	0.003308880435	0.002365207295	0.001970264514	0.2805674008	-0.06632098681	4.8	0.6812412374	1.568615918	15.21063123	9.182501543	3.948	2.9181008
EPPA316 19012021	1	0.008287740107	0.01153256749	0.01540602289	0.01689883799	0.01538380618	0.006050352546	0.005489648735	0.003906765258	0.003024358302	0.2912849517	-0.04693022665	5.1	0.7075701761	1.62924054	17.1634377	10.42559388	6.308	5.1570845
EPPA321 20012021	1	0.00955028613	0.01316150793	0.01752446298	0.01934396471	0.01752733108	0.007032500945	0.00631673355	0.004516754288	0.003522264934	0.2887693766	-0.04926959019	5.5	0.7403626895	1.704748092	16.68367797	10.26787172	5.671	5.3281546
EPPA322 18022020	1	0.006890339349	0.008876536314	0.01156201372	0.01260144126	0.01128299919	0.005094933454	0.004675477397	0.003462577397	0.003202310526	0.2889872032	-0.05520087736	5.7	0.7558748557	1.740466175	16.72468515	9.877511317	5.724	4.21461
EPPA323 23112020	1	0.00760666179	0.01027754419	0.013527223	0.01547575244	0.01416787364	0.006027847382	0.005390076172	0.003871762958	0.003085677521	0.2830461864	-0.04412006811	5.8	0.7634279936	1.757857918	15.64154509	10.61786957	4.415	4.524436
EPPA332 08012020	1	0.004430015922	0.006341570596	0.00885844238	0.01014821653	0.00862347868	0.003122890629	0.002750513668	0.001944076644	0.001505065481	0.2654241044	-0.08122536812	5.9	0.7708520116	1.774952351	12.82414416	8.326348354	1.900	2.3116026
EPPA321 17062020	1	0.009478565742	0.01193994534	0.01478375158	0.01593088258	0.01436182932	0.007506633954	0.006600611763	0.005111241194	0.005259938894	0.2931618256	-0.05179639457	6.2	0.7923916895	1.824549292	17.53035192	10.09990151	6.820	5.315233
EPPA320 20012021	1	0.009070913397	0.01267061645	0.01694795737	0.01864573933	0.01683285499	0.006717562765	0.006018200015	0.004307275868	0.003366206518	0.2886909884	-0.05109797545	7.2	0.8573324964	1.974081026	16.66894554	10.14608102	5.652	4.746973
EPPA311 16062020	1	0.007670672481	0.01034575621	0.01375245993	0.0151295651	0.01366079555	0.005781284418	0.004834788325	0.003505645082	0.002799256921	0.2887370939	-0.05101601781	7.5	0.8750612634	2.014903021	16.67760911	10.15151249	5.663	5.7140045
EPPA321 08012020	1	0.005072488128	0.006883188045	0.009220407443	0.01009776951	0.008966610286	0.003522957068	0.00308180882	0.002208449145	0.001828985053	0.2859928963	-0.05933364906	8	0.903089987	2.079441542	16.16971328	9.613600459	5.030	3.869299
EPPA331 08012020	1	0.005073535314	0.006913794846	0.009292041105	0.01025986422	0.009101361749	0.003579607341	0.00314194843	0.002244622963	0.001846113546	0.2838607763	-0.05983621456	8.1	0.9084850189	2.091864062	15.78580232	9.581960283	4.579	3.5936766
EPPA317 09012020	1	0.005746553209	0.007563789352	0.009954554711	0.01079561472	0.009752983486	0.003784213827	0.003396081495	0.002441323143	0.001995563915	0.2921640099	-0.05073977448	8.7	0.9395192526	2.163323026	17.3343207	10.16983884	6.543	5.0041494
ESGP364 27102021	1	0.004362515287	0.006404585616	0.009048774581	0.01148745505	0.01138603565	0.004855102071	0.004359500084	0.003138808653	0.01039555659	0.2802857223	-0.004433927429	8.9	0.9493900066	2.186051277	15.1624214	13.66099271	3.898	10.528634
ESGP362 27102021	1	0.004741795013	0.007036229666	0.01013344895	0.01235140336	0.01209796743	0.004966835156	0.004502695366	0.003240000762	0.01164933383	0.2856913662	-0.01036574448	9.4	0.9731278536	2.240709689	16.11485789	13.16723387	4.964	9.826581
EPPA323 17062020	1	0.009993586022	0.0132597857	0.01714061313	0.01871150094	0.01673560602	0.007897379834	0.006853459464	0.0051616543	0.004899040598	0.2883699499	-0.05574206447	10	1	2.302585093	16.60874454	9.842574435	5.575	4.9872847
EPPA325 20012021	1	0.008724850707	0.01206291004	0.01619924681	0.01700021682	0.01600807401	0.006394671796	0.005775895289	0.00412778239	0.003241580294	0.3090401335	-0.0300573822	11	1.041392685	2.397895273	20.96558543	11.62617072	12.601	12.034442
EPPA332 23022021	1	0.009827916962	0.01331419161	0.0171966431	0.0179203536	0.01691952264	0.007293143205	0.006566247212	0.00480234674	0.004061610967	0.311239344	-0.02872659343	12	1.079181246	2.48490665	21.49171273	11.72556973	13.634	12.665937
EPPA333 09012020	1	0.006592219256	0.008337176319	0.01084822347	0.01142914434	0.01087039122	0.004972010912	0.00452865569	0.003354429846	0.003130578029	0.3104122464	-0.02505671581	12	1.079181246	2.48490665	21.2923109	12.00324573	13.238	11.835932
EPPA334 24022021	1	0.009179898671	0.01272037918	0.01696861345	0.01769622646	0.01601765758	0.006414687068	0.005724409305	0.00410038011	0.003240741861	0.3016829346	-0.04978865296	13	1.113943352	2.564949357	19.29732863	10.23316433	9.577	6.5268545
ESGP365 27102021	1	0.004022120234	0.006113054787	0.00894605844	0.01110331048	0.01185232899	0.005192209356	0.004676371401	0.003372663271	0.0102953668	0.3039047321	0.03262895461	14	1.146128036	2.63905733	19.78662751	17.05573028	10.424	21.538706
EPPA322 20012021	1	0.008736062095	0.01203691294	0.01606779074	0.01660034379	0.01618077909	0.006674106772	0.005988423571	0.004276557688	0.003355044974	0.3203392845	-0.01279897288	15	1.176091259	2.708050201	23.81281154	12.96864955	18.590	17.414547
EPPA324 18022020	1	0.005266783179	0.007202546742	0.01027195616	0.01008125116	0.009894263787	0.00371422464	0.003285199115	0.002270622081	0.001632279631	0.3334152712	-0.009360828882	17	1.230448921	2.833213344	27.59377232	13.24991997	27.821	17.33677
EPPA320 16062020	1	0.007359866737	0.01022276446	0.01407885855	0.01470181327	0.01440668346	0.006373709031	0.005375687006	0.003905382551	0.003150516195	0.3191612141	-0.01013895741	18	1.255272505	2.890371758	23.49874188	13.18585999	17.884	20.909695
ERDB356 11052022	1	0.01028799015	0.01417100005	0.0190632296	0.0213857869	0.02086288499	0.01016636064	0.008887060064	0.006545144831	0.02173126076	0.3023936176	-0.01237676546	18	1.255272505	2.890371758	19.45250923	13.00294239	9.842	14.211284
EPPA321 18022020	1	0.006759243595	0.008966476333	0.0123764136	0.0121332009	0.01222927746	0.005254701912	0.00472553624	0.003456020676	0.002948986181	0.3394901013	0.003943628056	20	1.301029996	2.995732274	29.5491046	14.38162771	33.009	21.745663
EPPA326 18022020	1	0.006343116548	0.008459918019	0.01175697308	0.01161491804	0.01135636089	0.004963816463	0.004505172554	0.003311464131	0.003020075935	0.3310968813	-0.01125567045	20	1.301029996	2.995732274	26.88213267	13.094337	25.993	17.01384
EPPA315 16062020	1	0.007406432451	0.01002078081	0.01360901777	0.01446792902	0.01405194041	0.006248233032	0.005273507563	0.003837946206	0.003105121309	0.3131587382	-0.01458592268	23	1.361727836	3.135494216	21.961677	12.82427574	14.586	19.47776
EPPA323 18022020	1	0.008715202717	0.01231247786	0.01814749393	0.01868470804	0.0197032136	0.009289562411	0.008599103306	0.006432789275	0.005768322694	0.339008731	0.02653192762	24	1.380211242	3.17805383	29.38923347	16.46059071	32.577	26.001158
ERDB357 15032022	1	0.007508642247	0.0108360227	0.01563081132	0.01598857223	0.01668854821	0.007782724823	0.007091024332	0.005173344268	0.01777518432	0.3380560232	0.02142098106	24	1.380211242	3.17805383	29.07536877	15.97283545	31.732	28.596012
ESGP363 27102021	1	0.004054176478	0.006178749543	0.009195045075	0.01128270822	0.01238903546	0.005503847434	0.004977881457	0.003598901979	0.01059542373	0.3134280137	0.04673619547	25	1.397940009	3.218875825	22.02842609	18.48814612	14.723	25.657463
EPPA328 24022021	1	0.007901641775	0.01121058138	0.01527325159	0.01482912131	0.01514943624	0.006232423378	0.005594863908	0.004017628784	0.003217980228	0.3445954277	0.01068480138	26	1.414973348	3.258096538	31.29913528	14.98130678	37.821	26.963413
EPPA322 17062020	1	0.007510180523	0.01080800967	0.01536956762	0.01562243282	0.01591189598	0.007238791346	0.006175809595	0.004532774392	0.003782909863	0.333853517	0.009179302917	27	1.431363764	3.295836866	27.7303959	14.84584942	28.175	27.108196
ERDB343 02022022	1	0.006972410148	0.009919064156	0.01416127879	0.01507925461	0.0163287411	0.007832673588	0.007150234484	0.005244666773	0.01609331035	0.3381832485	0.03978243314	36	1.556302501	3.583518938	29.11708777	17.77241113	31.844	35.152775
EPPA327 20012021	1	0.008232188747	0.01133700879	0.01580282286	0.0147841896	0.01592099833	0.006579037042	0.005901478572	0.004215402159	0.003320317664	0.3642304046	0.03702334369	43	1.633468456	3.761200116	39.05131926	17.49363196	60.018	35.842255
EPPA313 16062020	1	0.007833560272	0.01064763912	0.01480374848	0.01463857077	0.01591009084	0.007694670444	0.006518038769	0.004779501133	0.003932351533	0.3544523548	0.04162277499	46	1.662757832	3.828641396	34.97655703	17.96000466	48.258	46.231438
EBAY343 10052022	1	0.004008657353	0.006613444873	0.0102108909	0.0108354304	0.01049838092	0.003661042048	0.003054510312	0.001960959368	0.01168286596	0.3130110834	-0.01579884043	54	1.73239376	3.988984047	21.92516163	12.72698703	14.511	18.85233
EBAY352 09022022	1	0.005357145392	0.008411368067	0.01338540454	0.01247588696	0.01644578926	0.008027024174	0.007349915951	0.005365057162	0.01512690633	0.4102222731	0.1372639077	65	1.812913357	4.17438727	65.57568799	29.52083265	127.056	71.764435
EPPA325 24022021	1	0.007460389371	0.01051187743	0.0143127441	0.01215363432	0.0158071527	0.006752130808	0.005992612819	0.004258099922	0.003285609642	0.4250002781	0.130665792	76	1.880813592	4.33073334	77.45933855	28.60910213	149.023	78.302666
EBAY346 10052022	1	0.007093851828	0.01074559861	0.01604978754	0.01718803079	0.01952302667	0.009527786924	0.008500325296	0.006460834462	0.01827108066	0.3484550601	0.06360470225	80	1.903089987	4.382026635	32.69063113	20.30247202	41.730	45.768658
EPPA317 23022022	1	0.003107445681	0.00535623339	0.009783942126	0.008128717065	0.01555003264	0.009376452557	0.008725732141	0.006493280908	0.01090455907	0.5141623928	0.3134166992	87	1.939519253	4.465908119	211.5814787	60.11742912	234.058	128.86469
EBAY345 10052022	1	0.005921891947	0.009297249095	0.01423810573	0.01448496799	0.01489580277	0.007114471184	0.006095436387	0.00438017008	0.01617958284	0.3358394736	0.01398311806	90	1.954242509	4.49980967	28.35804792	15.28115211	29.821	25.88993
ERDB341 02022022	1	0.007210026747	0.01040058679	0.01517429372	0.01559106147	0.01801031428	0.0090702946	0.008306188458	0.006096403272	0.01720317845	0.3607033326	0.07199862368	90	1.954242509	4.49980967	37.52947255	21.24650377	55.624	54.894405
EBAY342 10052022	1	0.006230608745	0.009851758155	0.01517914043	0.01493883653	0.01622611011	0.008781852601	0.007629463077	0.005707208441	0.0171975092	0.3553077653	0.04130517531	91	1.959041392	4.510859507	35.31537829	17.92753646	49.232	44.19911
